path,status,notes
app\Http\Controllers\Lk\RoadsideJobController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Lk\RoadsideJobActionController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Lk\ProfileController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Lk\OrderController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Lk\OrderActionController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Lk\NotificationController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Lk\ExecutorJobsController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Lk\DebugController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Lk\DashboardController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Lk\AssistantController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\LanguageController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\ImportController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\HomeController.php,PENDING_REVIEW,queued for manual review
app\Domain\Ops\Queries\WorkbenchTriageQuery.php,PENDING_REVIEW,queued for manual review
app\Domain\Ops\Queries\WorkbenchStickyIncidentQuery.php,PENDING_REVIEW,queued for manual review
app\Domain\Ops\Queries\WorkbenchLatencyQuery.php,PENDING_REVIEW,queued for manual review
app\Domain\Ops\Queries\ServiceJobsTableQuery.php,PENDING_REVIEW,queued for manual review
app\Domain\Ops\Queries\SavedOpsFilterQuery.php,PENDING_REVIEW,queued for manual review
app\Domain\Ops\Queries\ReplanRecommendationsQuery.php,PENDING_REVIEW,queued for manual review
app\Domain\Ops\Queries\OpsSummaryQuery.php,PENDING_REVIEW,queued for manual review
app\Domain\Ops\Queries\OperationExceptionsTableQuery.php,PENDING_REVIEW,queued for manual review
app\Domain\Ops\Queries\LiveOperationsMapQuery.php,PENDING_REVIEW,queued for manual review
app\Domain\Ops\Queries\LiveJobDrawerQuery.php,REVIEWED,reviewed in phase 2.2 diagnostics flow
app\Domain\Ops\Queries\ExecutorDrawerQuery.php,PENDING_REVIEW,queued for manual review
app\Domain\Ops\Queries\ExceptionDrawerQuery.php,PENDING_REVIEW,queued for manual review
app\Domain\Ops\Queries\DispatchCandidatesQuery.php,PENDING_REVIEW,queued for manual review
app\Domain\Ops\Queries\CandidateCompareQuery.php,REVIEWED,reviewed in phase 2.2 compare flow
app\Domain\AgentOS\Services\WorkspaceDeliveryToolService.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Services\RunOrchestratorService.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Services\OpenAiClientService.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Services\ChatDevOrchestrator.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Services\AgentWorkspaceEventService.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Services\AgentRunSummaryService.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Services\AgentMemoryBankService.php,PENDING_REVIEW,queued for manual review
app\Domain\Ops\Models\WorkbenchIdempotencyKey.php,PENDING_REVIEW,queued for manual review
app\Domain\Ops\Models\SavedOpsFilter.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Policies\StepTransitionPolicy.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Frontend\StoreController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Frontend\ProductController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Frontend\CartController.php,PENDING_REVIEW,queued for manual review
app\Domain\Ops\Events\WorkbenchActionPerformed.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Models\AgentValidation.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Models\AgentStep.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Models\AgentRunThread.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Models\AgentRunEvent.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Models\AgentRun.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Models\AgentMemory.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Models\AgentArtifact.php,PENDING_REVIEW,queued for manual review
app\Domain\Ops\Actions\ValidateDrawerVersionAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Ops\Actions\StoreWorkbenchIdempotencyResultAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Ops\Actions\StoreSavedOpsFilterAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Ops\Actions\ResolveWorkbenchIdempotencyAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Ops\Actions\ResolveOrganizationScopeAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Ops\Actions\RecordWorkbenchActionAudit.php,PENDING_REVIEW,queued for manual review
app\Domain\Ops\Actions\RecordDispatchConfigAuditAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Ops\Actions\BuildWorkbenchRequestHashAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Ops\Actions\ApplyWorkbenchBulkAction.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Jobs\ProcessAgentRunJob.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Jobs\DetectStaleAgentStepsJob.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Jobs\CompactAgentMemoriesJob.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Executor\ExecutorDashboardController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\EcoDisposalController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\EcoCertificatePublicController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\DispatchController.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Events\AgentStepStatusChanged.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Events\AgentStepMarkedStale.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Events\AgentRunTerminalReached.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Events\AgentRunProgressUpdated.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Events\AgentRunEventAppended.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Events\AgentMemoryAppended.php,PENDING_REVIEW,queued for manual review
app\Domain\Operations\Models\ServiceJob.php,PENDING_REVIEW,queued for manual review
app\Domain\Operations\Models\JobTimeline.php,PENDING_REVIEW,queued for manual review
app\Domain\Operations\Models\Executor.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Enums\AgentStepStatus.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Enums\AgentRunStatus.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Enums\AgentRunRiskLevel.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Debug\RoadsideOrdersDebugController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Controller.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\ClassifiedsIndexController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\AuthController.php,PENDING_REVIEW,queued for manual review
app\Domain\Operations\Events\ServiceJobStatusChanged.php,PENDING_REVIEW,queued for manual review
app\Domain\Operations\Events\ServiceJobBroadcasted.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Actions\UpdateAgentStepStatusAction.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Actions\UpdateAgentRunStatusAction.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Actions\StartAgentRunAction.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Actions\ExpandAuditFindingsAction.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Actions\ExecuteReadyAgentStepsAction.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Actions\CreateGoalDrivenStepsAction.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Actions\CreateAuditProjectStepsAction.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Actions\CreateAgentRunAction.php,PENDING_REVIEW,queued for manual review
app\Domain\AgentOS\Actions\AdvanceAgentRunAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Operations\Enums\ServiceJobStatus.php,PENDING_REVIEW,queued for manual review
app\Domain\Operations\Enums\ServiceDomain.php,PENDING_REVIEW,queued for manual review
app\Domain\Operations\Enums\JobKind.php,PENDING_REVIEW,queued for manual review
app\Domain\Operations\Enums\ExecutorStatus.php,PENDING_REVIEW,queued for manual review
app\Console\Kernel.php,CHANGED,scheduled hourly ops:payment-readiness report generation
app\Http\Controllers\Auth\VerifyEmailController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Auth\TwoFactorChallengeController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Auth\RegisteredUserController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Auth\PasswordResetLinkController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Auth\PasswordController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Auth\NewPasswordController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Auth\EmailVerificationPromptController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Auth\EmailVerificationNotificationController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Auth\EidLoginController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Auth\ConfirmablePasswordController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Auth\AuthenticatedSessionController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\AssistantChatController.php,PENDING_REVIEW,queued for manual review
app\Domain\Operations\Actions\WriteJobTimelineAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Operations\Actions\UpdateServiceJobStatusAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Operations\Actions\NormalizeOrderToServiceJobAction.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\VegvesenSyncCommand.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\VegvesenIngestTravelTimesCommand.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\VegvesenIngestIncidentsCommand.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\SyncAdViews.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\SlotsReleaseExpiredHolds.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\SlotsExpireHolds.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\SetupTenantsDomainsCommand.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\SeedVirtualOfficeCommand.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\SeedRoadsideDemo.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\RefreshDemandMetrics.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\PruneWorkbenchIdempotencyKeysCommand.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\PartnersWebhookTest.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\PartnersRetryFailedWebhooks.php,PENDING_REVIEW,queued for manual review
app\\Console\\Commands\\OpsSmokeDispatchCommand.php,CHANGED,HTTPS-safe runtime smoke probes deployed; evidence audit/_ops-smoke-runtime-report-server-https.json
app\Console\Commands\OpsSeedSlaDemoMixCommand.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\OpsRoutingShadowReportCommand.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\OperationsEvaluateSla.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\OperationsBackfillServiceJobs.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\ListTenantsCommand.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\KassalSyncCommand.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\ImportAgentsCommand.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\DistributeLoyaltyPoints.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\CreateTenantCommand.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\CheckRoadsideSla.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\CheckClassifiedsExpiration.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\CheckClaimSlaCommand.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\CatalogImportFromFiles.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\CatalogImportCommand.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\CatalogBackfill.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\CatalogAudit.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\AssistantIngestContextCommand.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\AssistantBroadcastCommand.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\AnalyticsRefreshIncremental.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\AnalyticsRebuildSnapshots.php,PENDING_REVIEW,queued for manual review
app\Console\Commands\AgentOsSmokeChatCommand.php,PENDING_REVIEW,queued for manual review
app\Domain\Moving\Models\TeamAssignment.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\WebhookController.php,PENDING_REVIEW,queued for manual review
app\Domain\Moving\Actions\CreateTeamAssignmentAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Moving\Actions\ComputeMovingTeamEtaAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Moving\Actions\BuildMovingTeamCandidatesAction.php,PENDING_REVIEW,queued for manual review
config\websockets.php,PENDING_REVIEW,queued for manual review
config\webhooks.php,PENDING_REVIEW,queued for manual review
config\view.php,PENDING_REVIEW,queued for manual review
config\vegvesen.php,PENDING_REVIEW,queued for manual review
config\telescope.php,PENDING_REVIEW,queued for manual review
config\snappy.php,PENDING_REVIEW,queued for manual review
config\settings.php,PENDING_REVIEW,queued for manual review
config\session.php,PENDING_REVIEW,queued for manual review
config\services.php,CHANGED,added canonical services.vipps/services.stripe mappings used by readiness + controllers
config\sentry.php,PENDING_REVIEW,queued for manual review
config\sanctum.php,PENDING_REVIEW,queued for manual review
config\routing.php,PENDING_REVIEW,queued for manual review
config\roadside.php,PENDING_REVIEW,queued for manual review
config\responsecache.php,PENDING_REVIEW,queued for manual review
config\queue.php,PENDING_REVIEW,queued for manual review
config\pricing.php,PENDING_REVIEW,queued for manual review
config\permission.php,PENDING_REVIEW,queued for manual review
config\multitenancy.php,PENDING_REVIEW,queued for manual review
config\moving.php,PENDING_REVIEW,queued for manual review
config\mail.php,PENDING_REVIEW,queued for manual review
config\logging.php,PENDING_REVIEW,queued for manual review
config\livewire.php,PENDING_REVIEW,queued for manual review
config\kassal.php,PENDING_REVIEW,queued for manual review
config\horizon.php,PENDING_REVIEW,queued for manual review
config\health.php,PENDING_REVIEW,queued for manual review
config\hashing.php,PENDING_REVIEW,queued for manual review
config\filesystems.php,PENDING_REVIEW,queued for manual review
config\filament.php,PENDING_REVIEW,queued for manual review
config\feature_flags.php,PENDING_REVIEW,queued for manual review
config\excel.php,PENDING_REVIEW,queued for manual review
config\errand.php,PENDING_REVIEW,queued for manual review
config\eid.php,PENDING_REVIEW,queued for manual review
config\delivery.php,PENDING_REVIEW,queued for manual review
config\database.php,PENDING_REVIEW,queued for manual review
config\cors.php,PENDING_REVIEW,queued for manual review
config\cache.php,PENDING_REVIEW,queued for manual review
config\broadcasting.php,PENDING_REVIEW,queued for manual review
config\auth.php,PENDING_REVIEW,queued for manual review
config\app.php,PENDING_REVIEW,queued for manual review
config\ai_assistant.php,PENDING_REVIEW,queued for manual review
config\agent-os.php,PENDING_REVIEW,queued for manual review
config\agency-agents.php.bak_20260331_212444,PENDING_REVIEW,queued for manual review
config\agency-agents.php,PENDING_REVIEW,queued for manual review
config\activitylog.php,PENDING_REVIEW,queued for manual review
app\Domain\Exceptions\Models\OperationException.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\VirtualOffice\TaskController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\VirtualOffice\OfficeZoneController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\VirtualOffice\MessageController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\VirtualOffice\CategoryController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\VirtualOffice\AgentController.php,PENDING_REVIEW,queued for manual review
app\Domain\Exceptions\Actions\ResolveOperationExceptionAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Exceptions\Actions\OpenOperationExceptionAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Exceptions\Actions\AcknowledgeOperationExceptionAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Exceptions\Events\OperationExceptionOpened.php,PENDING_REVIEW,queued for manual review
app\Domain\Exceptions\Events\OperationExceptionBroadcasted.php,PENDING_REVIEW,queued for manual review
app\Domain\Exceptions\Enums\OperationExceptionStatus.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\V1\PersonalShopperOrderController.php,PENDING_REVIEW,queued for manual review
app\Domain\Dispatch\Rules\RoadsideDispatchRuleSet.php,PENDING_REVIEW,queued for manual review
app\Domain\Dispatch\Rules\MovingDispatchRuleSet.php,PENDING_REVIEW,queued for manual review
app\Domain\Dispatch\Rules\HandymanDispatchRuleSet.php,PENDING_REVIEW,queued for manual review
app\Domain\Dispatch\Rules\DeliveryDispatchRuleSet.php,PENDING_REVIEW,queued for manual review
app\Domain\Dispatch\Models\ExecutorShift.php,PENDING_REVIEW,queued for manual review
app\Domain\Dispatch\Models\ExecutorBreak.php,PENDING_REVIEW,queued for manual review
app\Domain\Dispatch\Models\DispatchRuleSet.php,PENDING_REVIEW,queued for manual review
app\Domain\Dispatch\Models\Assignment.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\FeatureFlagResource\Pages\ViewFeatureFlag.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\FeatureFlagResource\Pages\ListFeatureFlags.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\FeatureFlagResource\Pages\EditFeatureFlag.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\FeatureFlagResource\Pages\CreateFeatureFlag.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ExecutorShiftResource.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\V1\Operations\OpsController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\V1\Operations\OperationsSlaController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\V1\Operations\OperationsLiveController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\V1\Operations\OperationsJobController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\V1\Operations\OperationsExceptionController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\V1\Operations\OperationsDispatchController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\V1\Operations\OperationsAssignmentController.php,PENDING_REVIEW,queued for manual review
app\Domain\Dispatch\Exceptions\StaleDrawerVersionException.php,PENDING_REVIEW,queued for manual review
app\Domain\Dispatch\Exceptions\ExecutorUnavailableException.php,PENDING_REVIEW,queued for manual review
app\Domain\Dispatch\Exceptions\DispatchConflictException.php,PENDING_REVIEW,queued for manual review
app\Domain\Dispatch\Enums\AssignmentStatus.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ExecutorShiftResource\Pages\ListExecutorShifts.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ExecutorShiftResource\Pages\EditExecutorShift.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ExecutorShiftResource\Pages\CreateExecutorShift.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ExecutorBreakResource.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\V1\Helper\HelperVisitsController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\V1\Helper\HelperStatsController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\V1\Helper\HelperMeController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\V1\Helper\HelperEmergencyController.php,PENDING_REVIEW,queued for manual review
app\Domain\Dispatch\Actions\ValidateDispatchRuleValueAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Dispatch\Actions\ResolveRuntimeDispatchRuleSetAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Dispatch\Actions\ResolveDispatchRuleSetAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Dispatch\Actions\ReleaseJobDispatchLockAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Dispatch\Actions\PreviewDispatchCandidateScoringAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Dispatch\Actions\NormalizeDispatchRuleKeyAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Dispatch\Actions\ManualReassignExecutorAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Dispatch\Actions\ManualAssignExecutorAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Dispatch\Actions\LoadDispatchRuleValuesAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Dispatch\Actions\GuardJobMutableAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Dispatch\Actions\GuardAssignmentMutableAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Dispatch\Actions\EnsureExecutorAssignableAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Dispatch\Actions\ComputeLoadModifierAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Dispatch\Actions\ComputeDomainPriorityModifierAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Dispatch\Actions\CheckTimeWindowFitAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Dispatch\Actions\CheckExecutorShiftEligibilityAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Dispatch\Actions\CheckCapacityFitAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Dispatch\Actions\BuildDomainAwareDispatchScoreAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Dispatch\Actions\ApplyDispatchRuleOverridesAction.php,PENDING_REVIEW,queued for manual review
app\Domain\Dispatch\Actions\AcquireJobDispatchLockAction.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\DisposalItemResource.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ExecutorBreakResource\Pages\ListExecutorBreaks.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ExecutorBreakResource\Pages\EditExecutorBreak.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ExecutorBreakResource\Pages\CreateExecutorBreak.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\ErrandTaskResource.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\DisposalItemResource\Pages\ListDisposalItems.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\DisposalItemResource\Pages\EditDisposalItem.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\DisposalItemResource\Pages\CreateDisposalItem.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\V1\Helper\Concerns\ResolvesHelper.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\V1\Executor\ExecutorProfileController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\V1\Executor\ExecutorJobsController.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\DispatchRuleSetResource.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\V1\Account\AccountSocialCareApiController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\V1\Account\AccountProfileApiController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\V1\Account\AccountOrdersApiController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\V1\Account\AccountNotificationsApiController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\V1\Account\AccountDashboardApiController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\V1\Account\AccountBillingApiController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\TelemetryController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\TaskController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\SubscriptionController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\SocialCareOrderController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\SlaCreditController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\ServiceTypeController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\ServiceCategoryController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\SearchController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\RouteController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\ReviewController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\ReturnController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\RetailStoreController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\RestaurantController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\RefundController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\QuickOrderController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\PushNotificationController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\ProductController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\PricingRuleController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\PricingController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\PriceEstimateController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\PerformanceController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\PartnerController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\PartnerApiController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\OrganizationController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\OrderController.php,CHANGED,payment intent+confirm idempotency guards and confirm contract stabilization; see audit/_payment_intent_idempotency_order18_20260422.json and audit/_payment_confirm_contract_check_20260422.json
app\Filament\Resources\DispatchRuleSetResource\Pages\ListDispatchRuleSets.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\DispatchRuleSetResource\Pages\EditDispatchRuleSet.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\DispatchRuleSetResource\Pages\CreateDispatchRuleSet.php,PENDING_REVIEW,queued for manual review
app\Filament\Resources\DeliveryZoneResource.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\Ops\WorkbenchBulkActionController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\Ops\ServiceJobController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\Ops\SavedOpsFilterController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\Ops\RoutingShadowMetricsController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\Ops\ReplanRecommendationsController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\Ops\MapController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\Ops\LiveFeedController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\Ops\JobDrawerController.php,REVIEWED,reviewed for drawer auth/scope path
app\Http\Controllers\Api\Ops\ExecutorDrawerController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\Ops\ExecutorController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\Ops\ExceptionDrawerController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\Ops\ExceptionController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\Ops\DispatchWorkbenchController.php,PENDING_REVIEW,queued for manual review
app\Http\Controllers\Api\Ops\Concerns\ResolvesOpsScope.php,PENDING_REVIEW,queued for manual review
